uid,scale,item_index,dimension,response_reversed
78,SSCS,3,Self-efficacy,4.0
78,SSCS,4,Self-efficacy,4.0
78,SSCS,5,Self-efficacy,4.0
78,SSCS,6,Self-efficacy,4.0
78,SSCS,7,Personal Identity,4.0
78,SSCS,8,Self-efficacy,4.0
78,SSCS,9,Self-efficacy,4.0
78,SSCS,10,Personal Identity,4.0
78,SSCS,11,Personal Identity,4.0
112,BFI,1,Extraversion,3.0
112,BFI,2,Agreeableness,3.0
112,BFI,3,Conscientiousness,4.0
112,BFI,4,Neuroticism,3.0
112,BFI,5,Openness,3.0
112,BFI,6,Extraversion,3.0
112,BFI,7,Agreeableness,3.0
112,BFI,8,Conscientiousness,3.0
112,BFI,9,Neuroticism,3.0
112,BFI,10,Openness,3.0
112,BFI,11,Extraversion,3.0
112,BFI,12,Agreeableness,3.0
112,BFI,13,Conscientiousness,4.0
112,BFI,14,Neuroticism,3.0
112,BFI,15,Openness,3.0
112,BFI,16,Extraversion,3.0
112,BFI,17,Agreeableness,3.0
112,BFI,18,Conscientiousness,3.0
112,BFI,19,Neuroticism,3.0
112,BFI,20,Openness,3.0
112,BFI,21,Extraversion,3.0
112,BFI,22,Agreeableness,3.0
112,BFI,23,Conscientiousness,3.0
112,BFI,24,Neuroticism,3.0
112,BFI,25,Openness,3.0
112,BFI,26,Extraversion,3.0
112,BFI,27,Agreeableness,3.0
112,BFI,28,Conscientiousness,5.0
112,BFI,29,Neuroticism,3.0
112,BFI,30,Openness,3.0
112,BFI,31,Extraversion,3.0
112,BFI,32,Agreeableness,3.0
112,BFI,33,Conscientiousness,4.0
112,BFI,34,Neuroticism,1.0
112,BFI,35,Openness,3.0
112,BFI,36,Extraversion,3.0
112,BFI,37,Agreeableness,3.0
112,BFI,38,Conscientiousness,5.0
112,BFI,39,Neuroticism,3.0
112,BFI,40,Openness,3.0
112,BFI,41,Openness,3.0
112,BFI,42,Agreeableness,3.0
112,BFI,43,Conscientiousness,3.0
112,BFI,44,Openness,3.0
112,PANAS,1,Positive,3.0
112,PANAS,2,Negative,3.0
112,PANAS,3,Positive,4.0
112,PANAS,4,Negative,3.0
112,PANAS,5,Positive,3.0
112,PANAS,6,Negative,3.0
112,PANAS,7,Negative,3.0
112,PANAS,8,Negative,1.0
112,PANAS,9,Positive,4.0
112,PANAS,10,Positive,3.0
112,PANAS,11,Negative,3.0
112,PANAS,12,Positive,4.0
112,PANAS,13,Negative,3.0
112,PANAS,14,Positive,4.0
112,PANAS,15,Negative,3.0
112,PANAS,16,Positive,4.0
112,PANAS,17,Positive,4.0
112,PANAS,18,Negative,2.0
112,PANAS,19,Positive,3.0
112,PANAS,20,Negative,3.0
112,BPAQ,1,Physical,
112,BPAQ,2,Physical,1.0
112,BPAQ,3,Physical,4.0
112,BPAQ,4,Physical,3.0
112,BPAQ,5,Physical,3.0
112,BPAQ,6,Physical,1.0
112,BPAQ,7,Physical,1.0
112,BPAQ,8,Physical,1.0
112,BPAQ,9,Physical,3.0
112,BPAQ,10,Verbal,4.0
112,BPAQ,11,Verbal,3.0
112,BPAQ,12,Verbal,3.0
112,BPAQ,13,Verbal,3.0
112,BPAQ,14,Verbal,3.0
112,BPAQ,15,Anger,3.0
112,BPAQ,16,Anger,3.0
112,BPAQ,17,Anger,3.0
112,BPAQ,18,Anger,2.0
112,BPAQ,19,Anger,3.0
112,BPAQ,20,Anger,3.0
112,BPAQ,21,Anger,3.0
112,BPAQ,22,Hostility,3.0
112,BPAQ,23,Hostility,3.0
112,BPAQ,24,Hostility,4.0
112,BPAQ,25,Hostility,3.0
112,BPAQ,26,Hostility,3.0
112,BPAQ,27,Hostility,4.0
112,BPAQ,28,Hostility,3.0
112,BPAQ,29,Hostility,3.0
112,SSCS,1,Personal Identity,4.0
112,SSCS,2,Personal Identity,4.0
112,SSCS,3,Self-efficacy,4.0
112,SSCS,4,Self-efficacy,4.0
112,SSCS,5,Self-efficacy,4.0
112,SSCS,6,Self-efficacy,4.0
112,SSCS,7,Personal Identity,5.0
112,SSCS,8,Self-efficacy,4.0
112,SSCS,9,Self-efficacy,4.0
112,SSCS,10,Personal Identity,4.0
112,SSCS,11,Personal Identity,4.0
36,BFI,1,Extraversion,4.0
36,BFI,2,Agreeableness,2.0
36,BFI,3,Conscientiousness,4.0
36,BFI,4,Neuroticism,3.0
36,BFI,5,Openness,3.0
36,BFI,6,Extraversion,4.0
36,BFI,7,Agreeableness,4.0
36,BFI,8,Conscientiousness,3.0
36,BFI,9,Neuroticism,2.0
36,BFI,10,Openness,3.0
36,BFI,11,Extraversion,4.0
36,BFI,12,Agreeableness,4.0
36,BFI,13,Conscientiousness,4.0
36,BFI,14,Neuroticism,4.0
36,BFI,15,Openness,3.0
36,BFI,16,Extraversion,3.0
36,BFI,17,Agreeableness,3.0
36,BFI,18,Conscientiousness,2.0
36,BFI,19,Neuroticism,3.0
36,BFI,20,Openness,3.0
36,BFI,21,Extraversion,3.0
36,BFI,22,Agreeableness,4.0
36,BFI,23,Conscientiousness,2.0
36,BFI,24,Neuroticism,2.0
36,BFI,25,Openness,3.0
36,BFI,26,Extraversion,4.0
36,BFI,27,Agreeableness,4.0
36,BFI,28,Conscientiousness,5.0
36,BFI,29,Neuroticism,3.0
36,BFI,30,Openness,2.0
36,BFI,31,Extraversion,4.0
36,BFI,32,Agreeableness,3.0
36,BFI,33,Conscientiousness,4.0
36,BFI,34,Neuroticism,2.0
36,BFI,35,Openness,3.0
36,BFI,36,Extraversion,4.0
36,BFI,37,Agreeableness,3.0
36,BFI,38,Conscientiousness,4.0
36,BFI,39,Neuroticism,3.0
36,BFI,40,Openness,2.0
36,BFI,41,Openness,3.0
36,BFI,42,Agreeableness,4.0
36,BFI,43,Conscientiousness,3.0
36,BFI,44,Openness,2.0
36,PANAS,1,Positive,3.0
36,PANAS,2,Negative,3.0
36,PANAS,3,Positive,3.0
36,PANAS,4,Negative,3.0
36,PANAS,5,Positive,4.0
36,PANAS,6,Negative,2.0
36,PANAS,7,Negative,2.0
36,PANAS,8,Negative,3.0
36,PANAS,9,Positive,3.0
36,PANAS,10,Positive,4.0
36,PANAS,11,Negative,4.0
36,PANAS,12,Positive,4.0
36,PANAS,13,Negative,2.0
36,PANAS,14,Positive,3.0
36,PANAS,15,Negative,2.0
36,PANAS,16,Positive,4.0
36,PANAS,17,Positive,3.0
36,PANAS,18,Negative,3.0
36,PANAS,19,Positive,4.0
36,PANAS,20,Negative,3.0
36,BPAQ,1,Physical,1.0
36,BPAQ,2,Physical,2.0
36,BPAQ,3,Physical,4.0
36,BPAQ,4,Physical,3.0
36,BPAQ,5,Physical,4.0
36,BPAQ,6,Physical,4.0
36,BPAQ,7,Physical,2.0
36,BPAQ,8,Physical,2.0
36,BPAQ,9,Physical,3.0
36,BPAQ,10,Verbal,4.0
36,BPAQ,11,Verbal,4.0
36,BPAQ,12,Verbal,4.0
36,BPAQ,13,Verbal,4.0
36,BPAQ,14,Verbal,4.0
36,BPAQ,15,Anger,4.0
36,BPAQ,16,Anger,4.0
36,BPAQ,17,Anger,4.0
36,BPAQ,18,Anger,3.0
36,BPAQ,19,Anger,4.0
36,BPAQ,20,Anger,3.0
36,BPAQ,21,Anger,4.0
36,BPAQ,22,Hostility,3.0
36,BPAQ,23,Hostility,4.0
36,BPAQ,24,Hostility,4.0
36,BPAQ,25,Hostility,3.0
36,BPAQ,26,Hostility,4.0
36,BPAQ,27,Hostility,4.0
36,BPAQ,28,Hostility,3.0
36,BPAQ,29,Hostility,4.0
36,SSCS,1,Personal Identity,2.0
36,SSCS,2,Personal Identity,2.0
36,SSCS,3,Self-efficacy,4.0
36,SSCS,4,Self-efficacy,3.0
36,SSCS,5,Self-efficacy,3.0
36,SSCS,6,Self-efficacy,4.0
36,SSCS,7,Personal Identity,3.0
36,SSCS,8,Self-efficacy,4.0
36,SSCS,9,Self-efficacy,3.0
36,SSCS,10,Personal Identity,3.0
36,SSCS,11,Personal Identity,4.0
86,BFI,1,Extraversion,3.0
86,BFI,2,Agreeableness,3.0
86,BFI,3,Conscientiousness,3.0
86,BFI,4,Neuroticism,3.0
86,BFI,5,Openness,4.0
86,BFI,6,Extraversion,3.0
86,BFI,7,Agreeableness,5.0
86,BFI,8,Conscientiousness,3.0
86,BFI,9,Neuroticism,2.0
86,BFI,10,Openness,4.0
86,BFI,11,Extraversion,3.0
86,BFI,12,Agreeableness,3.0
86,BFI,13,Conscientiousness,3.0
86,BFI,14,Neuroticism,3.0
86,BFI,15,Openness,3.0
86,BFI,16,Extraversion,4.0
86,BFI,17,Agreeableness,5.0
86,BFI,18,Conscientiousness,5.0
86,BFI,19,Neuroticism,3.0
86,BFI,20,Openness,3.0
86,BFI,21,Extraversion,3.0
86,BFI,22,Agreeableness,3.0
86,BFI,23,Conscientiousness,3.0
86,BFI,24,Neuroticism,3.0
86,BFI,25,Openness,3.0
86,BFI,26,Extraversion,3.0
86,BFI,27,Agreeableness,3.0
86,BFI,28,Conscientiousness,5.0
86,BFI,29,Neuroticism,3.0
86,BFI,30,Openness,5.0
86,BFI,31,Extraversion,3.0
86,BFI,32,Agreeableness,5.0
86,BFI,33,Conscientiousness,3.0
86,BFI,34,Neuroticism,3.0
86,BFI,35,Openness,3.0
86,BFI,36,Extraversion,3.0
86,BFI,37,Agreeableness,3.0
86,BFI,38,Conscientiousness,5.0
86,BFI,39,Neuroticism,3.0
86,BFI,40,Openness,3.0
86,BFI,41,Openness,2.0
86,BFI,42,Agreeableness,4.0
86,BFI,43,Conscientiousness,3.0
86,BFI,44,Openness,3.0
86,PANAS,1,Positive,5.0
86,PANAS,2,Negative,2.0
86,PANAS,3,Positive,4.0
86,PANAS,4,Negative,2.0
86,PANAS,5,Positive,4.0
86,PANAS,6,Negative,3.0
86,PANAS,7,Negative,2.0
86,PANAS,8,Negative,1.0
86,PANAS,9,Positive,4.0
86,PANAS,10,Positive,4.0
86,PANAS,11,Negative,2.0
86,PANAS,12,Positive,4.0
86,PANAS,13,Negative,3.0
86,PANAS,14,Positive,4.0
86,PANAS,15,Negative,3.0
86,PANAS,16,Positive,4.0
86,PANAS,17,Positive,3.0
86,PANAS,18,Negative,2.0
86,PANAS,19,Positive,3.0
86,PANAS,20,Negative,2.0
86,BPAQ,1,Physical,1.0
86,BPAQ,2,Physical,1.0
86,BPAQ,3,Physical,4.0
86,BPAQ,4,Physical,2.0
86,BPAQ,5,Physical,3.0
86,BPAQ,6,Physical,2.0
86,BPAQ,7,Physical,2.0
86,BPAQ,8,Physical,
86,BPAQ,9,Physical,2.0
86,BPAQ,10,Verbal,4.0
86,BPAQ,11,Verbal,3.0
86,BPAQ,12,Verbal,3.0
86,BPAQ,13,Verbal,3.0
86,BPAQ,14,Verbal,3.0
86,BPAQ,15,Anger,4.0
86,BPAQ,16,Anger,3.0
86,BPAQ,17,Anger,3.0
86,BPAQ,18,Anger,2.0
86,BPAQ,19,Anger,3.0
86,BPAQ,20,Anger,3.0
86,BPAQ,21,Anger,3.0
86,BPAQ,22,Hostility,3.0
86,BPAQ,23,Hostility,3.0
86,BPAQ,24,Hostility,3.0
86,BPAQ,25,Hostility,3.0
86,BPAQ,26,Hostility,3.0
86,BPAQ,27,Hostility,3.0
86,BPAQ,28,Hostility,3.0
86,BPAQ,29,Hostility,3.0
86,SSCS,1,Personal Identity,4.0
86,SSCS,2,Personal Identity,4.0
86,SSCS,3,Self-efficacy,4.0
86,SSCS,4,Self-efficacy,4.0
86,SSCS,5,Self-efficacy,4.0
86,SSCS,6,Self-efficacy,4.0
86,SSCS,7,Personal Identity,4.0
86,SSCS,8,Self-efficacy,4.0
86,SSCS,9,Self-efficacy,4.0
86,SSCS,10,Personal Identity,4.0
86,SSCS,11,Personal Identity,4.0
107,BFI,1,Extraversion,3.0
107,BFI,2,Agreeableness,3.0
107,BFI,3,Conscientiousness,4.0
107,BFI,4,Neuroticism,3.0
107,BFI,5,Openness,3.0
107,BFI,6,Extraversion,2.0
107,BFI,7,Agreeableness,4.0
107,BFI,8,Conscientiousness,3.0
107,BFI,9,Neuroticism,2.0
107,BFI,10,Openness,4.0
107,BFI,11,Extraversion,3.0
107,BFI,12,Agreeableness,3.0
107,BFI,13,Conscientiousness,4.0
107,BFI,14,Neuroticism,3.0
107,BFI,15,Openness,3.0
107,BFI,16,Extraversion,3.0
107,BFI,17,Agreeableness,3.0
107,BFI,18,Conscientiousness,3.0
107,BFI,19,Neuroticism,3.0
107,BFI,20,Openness,3.0
107,BFI,21,Extraversion,3.0
107,BFI,22,Agreeableness,3.0
107,BFI,23,Conscientiousness,3.0
107,BFI,24,Neuroticism,2.0
107,BFI,25,Openness,3.0
107,BFI,26,Extraversion,3.0
107,BFI,27,Agreeableness,3.0
107,BFI,28,Conscientiousness,4.0
107,BFI,29,Neuroticism,3.0
107,BFI,30,Openness,3.0
107,BFI,31,Extraversion,3.0
107,BFI,32,Agreeableness,4.0
107,BFI,33,Conscientiousness,3.0
107,BFI,34,Neuroticism,2.0
107,BFI,35,Openness,3.0
107,BFI,36,Extraversion,3.0
107,BFI,37,Agreeableness,3.0
107,BFI,38,Conscientiousness,4.0
107,BFI,39,Neuroticism,3.0
107,BFI,40,Openness,3.0
107,BFI,41,Openness,3.0
107,BFI,42,Agreeableness,4.0
107,BFI,43,Conscientiousness,3.0
107,BFI,44,Openness,3.0
107,PANAS,1,Positive,3.0
107,PANAS,2,Negative,3.0
107,PANAS,3,Positive,4.0
107,PANAS,4,Negative,3.0
107,PANAS,5,Positive,3.0
107,PANAS,6,Negative,3.0
107,PANAS,7,Negative,3.0
107,PANAS,8,Negative,3.0
107,PANAS,9,Positive,3.0
107,PANAS,10,Positive,3.0
107,PANAS,11,Negative,3.0
107,PANAS,12,Positive,4.0
107,PANAS,13,Negative,3.0
107,PANAS,14,Positive,3.0
107,PANAS,15,Negative,3.0
107,PANAS,16,Positive,4.0
107,PANAS,17,Positive,4.0
107,PANAS,18,Negative,3.0
107,PANAS,19,Positive,3.0
107,PANAS,20,Negative,3.0
107,BPAQ,1,Physical,2.0
107,BPAQ,2,Physical,3.0
107,BPAQ,3,Physical,3.0
107,BPAQ,4,Physical,2.0
107,BPAQ,5,Physical,3.0
107,BPAQ,6,Physical,2.0
107,BPAQ,7,Physical,2.0
107,BPAQ,8,Physical,1.0
107,BPAQ,9,Physical,3.0
107,BPAQ,10,Verbal,4.0
107,BPAQ,11,Verbal,3.0
107,BPAQ,12,Verbal,3.0
107,BPAQ,13,Verbal,3.0
107,BPAQ,14,Verbal,3.0
107,BPAQ,15,Anger,4.0
107,BPAQ,16,Anger,3.0
107,BPAQ,17,Anger,3.0
107,BPAQ,18,Anger,2.0
107,BPAQ,19,Anger,3.0
107,BPAQ,20,Anger,3.0
107,BPAQ,21,Anger,3.0
107,BPAQ,22,Hostility,3.0
107,BPAQ,23,Hostility,3.0
107,BPAQ,24,Hostility,3.0
107,BPAQ,25,Hostility,3.0
107,BPAQ,26,Hostility,3.0
107,BPAQ,27,Hostility,4.0
107,BPAQ,28,Hostility,3.0
107,BPAQ,29,Hostility,3.0
107,SSCS,1,Personal Identity,4.0
107,SSCS,2,Personal Identity,3.0
107,SSCS,3,Self-efficacy,4.0
107,SSCS,4,Self-efficacy,4.0
107,SSCS,5,Self-efficacy,4.0
107,SSCS,6,Self-efficacy,4.0
107,SSCS,7,Personal Identity,4.0
107,SSCS,8,Self-efficacy,4.0
107,SSCS,9,Self-efficacy,3.0
107,SSCS,10,Personal Identity,4.0
107,SSCS,11,Personal Identity,4.0
121,BFI,1,Extraversion,3.0
121,BFI,2,Agreeableness,3.0
121,BFI,3,Conscientiousness,3.0
121,BFI,4,Neuroticism,3.0
121,BFI,5,Openness,3.0
121,BFI,6,Extraversion,2.0
121,BFI,7,Agreeableness,3.0
121,BFI,8,Conscientiousness,4.0
121,BFI,9,Neuroticism,3.0
121,BFI,10,Openness,3.0
121,BFI,11,Extraversion,3.0
121,BFI,12,Agreeableness,3.0
121,BFI,13,Conscientiousness,3.0
121,BFI,14,Neuroticism,3.0
121,BFI,15,Openness,3.0
121,BFI,16,Extraversion,3.0
121,BFI,17,Agreeableness,3.0
121,BFI,18,Conscientiousness,4.0
121,BFI,19,Neuroticism,4.0
121,BFI,20,Openness,3.0
121,BFI,21,Extraversion,2.0
121,BFI,22,Agreeableness,3.0
121,BFI,23,Conscientiousness,3.0
121,BFI,24,Neuroticism,3.0
121,BFI,25,Openness,3.0
121,BFI,26,Extraversion,2.0
121,BFI,27,Agreeableness,3.0
121,BFI,28,Conscientiousness,3.0
121,BFI,29,Neuroticism,3.0
121,BFI,30,Openness,3.0
121,BFI,31,Extraversion,2.0
121,BFI,32,Agreeableness,3.0
121,BFI,33,Conscientiousness,3.0
121,BFI,34,Neuroticism,3.0
121,BFI,35,Openness,3.0
121,BFI,36,Extraversion,3.0
121,BFI,37,Agreeableness,3.0
121,BFI,38,Conscientiousness,3.0
121,BFI,39,Neuroticism,4.0
121,BFI,40,Openness,3.0
121,BFI,41,Openness,3.0
121,BFI,42,Agreeableness,3.0
121,BFI,43,Conscientiousness,3.0
121,BFI,44,Openness,3.0
121,PANAS,1,Positive,3.0
121,PANAS,2,Negative,4.0
121,PANAS,3,Positive,2.0
121,PANAS,4,Negative,3.0
121,PANAS,5,Positive,2.0
121,PANAS,6,Negative,3.0
121,PANAS,7,Negative,3.0
121,PANAS,8,Negative,2.0
121,PANAS,9,Positive,3.0
121,PANAS,10,Positive,2.0
121,PANAS,11,Negative,3.0
121,PANAS,12,Positive,3.0
121,PANAS,13,Negative,3.0
121,PANAS,14,Positive,3.0
121,PANAS,15,Negative,4.0
121,PANAS,16,Positive,3.0
121,PANAS,17,Positive,3.0
121,PANAS,18,Negative,3.0
121,PANAS,19,Positive,3.0
121,PANAS,20,Negative,3.0
121,BPAQ,1,Physical,1.0
121,BPAQ,2,Physical,1.0
121,BPAQ,3,Physical,2.0
121,BPAQ,4,Physical,2.0
121,BPAQ,5,Physical,2.0
121,BPAQ,6,Physical,2.0
121,BPAQ,7,Physical,1.0
121,BPAQ,8,Physical,
121,BPAQ,9,Physical,2.0
121,BPAQ,10,Verbal,2.0
121,BPAQ,11,Verbal,4.0
121,BPAQ,12,Verbal,2.0
121,BPAQ,13,Verbal,3.0
121,BPAQ,14,Verbal,3.0
121,BPAQ,15,Anger,4.0
121,BPAQ,16,Anger,4.0
121,BPAQ,17,Anger,3.0
121,BPAQ,18,Anger,2.0
121,BPAQ,19,Anger,2.0
121,BPAQ,20,Anger,3.0
121,BPAQ,21,Anger,3.0
121,BPAQ,22,Hostility,3.0
121,BPAQ,23,Hostility,4.0
121,BPAQ,24,Hostility,3.0
121,BPAQ,25,Hostility,4.0
121,BPAQ,26,Hostility,3.0
121,BPAQ,27,Hostility,4.0
121,BPAQ,28,Hostility,4.0
121,BPAQ,29,Hostility,3.0
121,SSCS,1,Personal Identity,4.0
121,SSCS,2,Personal Identity,4.0
121,SSCS,3,Self-efficacy,3.0
121,SSCS,4,Self-efficacy,3.0
121,SSCS,5,Self-efficacy,3.0
121,SSCS,6,Self-efficacy,3.0
121,SSCS,7,Personal Identity,4.0
121,SSCS,8,Self-efficacy,3.0
121,SSCS,9,Self-efficacy,3.0
121,SSCS,10,Personal Identity,4.0
121,SSCS,11,Personal Identity,3.0
51,BFI,1,Extraversion,3.0
51,BFI,2,Agreeableness,3.0
51,BFI,3,Conscientiousness,4.0
51,BFI,4,Neuroticism,3.0
51,BFI,5,Openness,4.0
51,BFI,6,Extraversion,3.0
51,BFI,7,Agreeableness,4.0
51,BFI,8,Conscientiousness,4.0
51,BFI,9,Neuroticism,2.0
51,BFI,10,Openness,5.0
51,BFI,11,Extraversion,4.0
51,BFI,12,Agreeableness,3.0
51,BFI,13,Conscientiousness,4.0
51,BFI,14,Neuroticism,3.0
51,BFI,15,Openness,4.0
51,BFI,16,Extraversion,3.0
51,BFI,17,Agreeableness,4.0
51,BFI,18,Conscientiousness,3.0
51,BFI,19,Neuroticism,3.0
51,BFI,20,Openness,4.0
51,BFI,21,Extraversion,2.0
51,BFI,22,Agreeableness,4.0
51,BFI,23,Conscientiousness,
51,BFI,24,Neuroticism,2.0
51,BFI,25,Openness,4.0
51,BFI,26,Extraversion,4.0
51,BFI,27,Agreeableness,3.0
51,BFI,28,Conscientiousness,4.0
51,BFI,29,Neuroticism,3.0
51,BFI,30,Openness,3.0
51,BFI,31,Extraversion,3.0
51,BFI,32,Agreeableness,4.0
51,BFI,33,Conscientiousness,4.0
51,BFI,34,Neuroticism,2.0
51,BFI,35,Openness,4.0
51,BFI,36,Extraversion,3.0
51,BFI,37,Agreeableness,
51,BFI,38,Conscientiousness,4.0
51,BFI,39,Neuroticism,3.0
51,BFI,40,Openness,4.0
51,BFI,41,Openness,3.0
51,BFI,42,Agreeableness,4.0
51,BFI,43,Conscientiousness,3.0
51,BFI,44,Openness,3.0
51,PANAS,1,Positive,5.0
51,PANAS,2,Negative,2.0
51,PANAS,3,Positive,4.0
51,PANAS,4,Negative,2.0
51,PANAS,5,Positive,4.0
51,PANAS,6,Negative,2.0
51,PANAS,7,Negative,2.0
51,PANAS,8,Negative,1.0
51,PANAS,9,Positive,4.0
51,PANAS,10,Positive,4.0
51,PANAS,11,Negative,3.0
51,PANAS,12,Positive,4.0
51,PANAS,13,Negative,2.0
51,PANAS,14,Positive,4.0
51,PANAS,15,Negative,3.0
51,PANAS,16,Positive,4.0
51,PANAS,17,Positive,4.0
51,PANAS,18,Negative,2.0
51,PANAS,19,Positive,4.0
51,PANAS,20,Negative,2.0
51,BPAQ,1,Physical,1.0
51,BPAQ,2,Physical,2.0
51,BPAQ,3,Physical,4.0
51,BPAQ,4,Physical,1.0
51,BPAQ,5,Physical,3.0
51,BPAQ,6,Physical,2.0
51,BPAQ,7,Physical,2.0
51,BPAQ,8,Physical,1.0
51,BPAQ,9,Physical,3.0
51,BPAQ,10,Verbal,4.0
51,BPAQ,11,Verbal,4.0
51,BPAQ,12,Verbal,3.0
51,BPAQ,13,Verbal,3.0
51,BPAQ,14,Verbal,3.0
51,BPAQ,15,Anger,4.0
51,BPAQ,16,Anger,3.0
51,BPAQ,17,Anger,3.0
51,BPAQ,18,Anger,2.0
51,BPAQ,19,Anger,3.0
51,BPAQ,20,Anger,3.0
51,BPAQ,21,Anger,3.0
51,BPAQ,22,Hostility,3.0
51,BPAQ,23,Hostility,3.0
51,BPAQ,24,Hostility,4.0
51,BPAQ,25,Hostility,3.0
51,BPAQ,26,Hostility,3.0
51,BPAQ,27,Hostility,4.0
51,BPAQ,28,Hostility,3.0
51,BPAQ,29,Hostility,4.0
51,SSCS,1,Personal Identity,4.0
51,SSCS,2,Personal Identity,4.0
51,SSCS,3,Self-efficacy,4.0
51,SSCS,4,Self-efficacy,4.0
51,SSCS,5,Self-efficacy,4.0
51,SSCS,6,Self-efficacy,4.0
51,SSCS,7,Personal Identity,3.0
51,SSCS,8,Self-efficacy,4.0
51,SSCS,9,Self-efficacy,4.0
51,SSCS,10,Personal Identity,4.0
51,SSCS,11,Personal Identity,4.0
56,BFI,1,Extraversion,4.0
56,BFI,2,Agreeableness,3.0
56,BFI,3,Conscientiousness,3.0
56,BFI,4,Neuroticism,3.0
56,BFI,5,Openness,3.0
56,BFI,6,Extraversion,3.0
56,BFI,7,Agreeableness,3.0
56,BFI,8,Conscientiousness,3.0
56,BFI,9,Neuroticism,1.0
56,BFI,10,Openness,4.0
56,BFI,11,Extraversion,4.0
56,BFI,12,Agreeableness,3.0
56,BFI,13,Conscientiousness,3.0
56,BFI,14,Neuroticism,3.0
56,BFI,15,Openness,3.0
56,BFI,16,Extraversion,3.0
56,BFI,17,Agreeableness,3.0
56,BFI,18,Conscientiousness,3.0
56,BFI,19,Neuroticism,3.0
56,BFI,20,Openness,3.0
56,BFI,21,Extraversion,3.0
56,BFI,22,Agreeableness,3.0
56,BFI,23,Conscientiousness,3.0
56,BFI,24,Neuroticism,3.0
56,BFI,25,Openness,3.0
56,BFI,26,Extraversion,4.0
56,BFI,27,Agreeableness,3.0
56,BFI,28,Conscientiousness,4.0
56,BFI,29,Neuroticism,3.0
56,BFI,30,Openness,4.0
56,BFI,31,Extraversion,2.0
56,BFI,32,Agreeableness,3.0
56,BFI,33,Conscientiousness,3.0
56,BFI,34,Neuroticism,3.0
56,BFI,35,Openness,3.0
56,BFI,36,Extraversion,3.0
56,BFI,37,Agreeableness,3.0
56,BFI,38,Conscientiousness,3.0
56,BFI,39,Neuroticism,3.0
56,BFI,40,Openness,3.0
56,BFI,41,Openness,3.0
56,BFI,42,Agreeableness,3.0
56,BFI,43,Conscientiousness,2.0
56,BFI,44,Openness,3.0
56,PANAS,1,Positive,3.0
56,PANAS,2,Negative,
56,PANAS,3,Positive,3.0
56,PANAS,4,Negative,
56,PANAS,5,Positive,3.0
56,PANAS,6,Negative,
56,PANAS,7,Negative,1.0
56,PANAS,8,Negative,2.0
56,PANAS,9,Positive,3.0
56,PANAS,10,Positive,3.0
56,PANAS,11,Negative,
56,PANAS,12,Positive,2.0
56,PANAS,13,Negative,
56,PANAS,14,Positive,2.0
56,PANAS,15,Negative,2.0
56,PANAS,16,Positive,3.0
56,PANAS,17,Positive,2.0
56,PANAS,18,Negative,3.0
56,PANAS,19,Positive,2.0
56,PANAS,20,Negative,1.0
56,BPAQ,1,Physical,1.0
56,BPAQ,2,Physical,1.0
56,BPAQ,3,Physical,4.0
56,BPAQ,4,Physical,3.0
56,BPAQ,5,Physical,2.0
56,BPAQ,6,Physical,3.0
56,BPAQ,7,Physical,2.0
56,BPAQ,8,Physical,2.0
56,BPAQ,9,Physical,3.0
56,BPAQ,10,Verbal,4.0
56,BPAQ,11,Verbal,4.0
56,BPAQ,12,Verbal,4.0
56,BPAQ,13,Verbal,4.0
56,BPAQ,14,Verbal,4.0
56,BPAQ,15,Anger,4.0
56,BPAQ,16,Anger,4.0
56,BPAQ,17,Anger,3.0
56,BPAQ,18,Anger,2.0
56,BPAQ,19,Anger,4.0
56,BPAQ,20,Anger,4.0
56,BPAQ,21,Anger,3.0
56,BPAQ,22,Hostility,3.0
56,BPAQ,23,Hostility,4.0
56,BPAQ,24,Hostility,3.0
56,BPAQ,25,Hostility,4.0
56,BPAQ,26,Hostility,3.0
56,BPAQ,27,Hostility,4.0
56,BPAQ,28,Hostility,3.0
56,BPAQ,29,Hostility,3.0
56,SSCS,1,Personal Identity,3.0
56,SSCS,2,Personal Identity,4.0
56,SSCS,3,Self-efficacy,4.0
56,SSCS,4,Self-efficacy,4.0
56,SSCS,5,Self-efficacy,4.0
56,SSCS,6,Self-efficacy,4.0
56,SSCS,7,Personal Identity,3.0
56,SSCS,8,Self-efficacy,4.0
56,SSCS,9,Self-efficacy,3.0
56,SSCS,10,Personal Identity,4.0
56,SSCS,11,Personal Identity,3.0
116,BFI,1,Extraversion,3.0
116,BFI,2,Agreeableness,2.0
116,BFI,3,Conscientiousness,2.0
116,BFI,4,Neuroticism,3.0
116,BFI,5,Openness,3.0
116,BFI,6,Extraversion,3.0
116,BFI,7,Agreeableness,2.0
116,BFI,8,Conscientiousness,2.0
116,BFI,9,Neuroticism,4.0
116,BFI,10,Openness,4.0
116,BFI,11,Extraversion,4.0
116,BFI,12,Agreeableness,4.0
116,BFI,13,Conscientiousness,2.0
116,BFI,14,Neuroticism,3.0
116,BFI,15,Openness,2.0
116,BFI,16,Extraversion,3.0
116,BFI,17,Agreeableness,2.0
116,BFI,18,Conscientiousness,3.0
116,BFI,19,Neuroticism,3.0
116,BFI,20,Openness,3.0
116,BFI,21,Extraversion,4.0
116,BFI,22,Agreeableness,3.0
116,BFI,23,Conscientiousness,3.0
116,BFI,24,Neuroticism,4.0
116,BFI,25,Openness,3.0
