uid,item_index,dimension,response_reversed
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,1,Extraversion,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,2,Agreeableness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,3,Conscientiousness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,4,Neuroticism,2.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,5,Openness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,6,Extraversion,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,7,Agreeableness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,8,Conscientiousness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,9,Neuroticism,2.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,10,Openness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,11,Extraversion,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,12,Agreeableness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,13,Conscientiousness,5.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,14,Neuroticism,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,15,Openness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,16,Extraversion,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,17,Agreeableness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,18,Conscientiousness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,19,Neuroticism,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,20,Openness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,21,Extraversion,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,22,Agreeableness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,23,Conscientiousness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,24,Neuroticism,2.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,25,Openness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,26,Extraversion,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,27,Agreeableness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,28,Conscientiousness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,29,Neuroticism,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,30,Openness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,31,Extraversion,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,32,Agreeableness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,33,Conscientiousness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,34,Neuroticism,2.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,35,Openness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,36,Extraversion,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,37,Agreeableness,5.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,38,Conscientiousness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,39,Neuroticism,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,40,Openness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,41,Openness,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,42,Agreeableness,4.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,43,Conscientiousness,3.0
eb04fb8a21d0d72c3c7a9462b75567e3d891610d,44,Openness,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,1,Extraversion,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,2,Agreeableness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,3,Conscientiousness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,4,Neuroticism,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,5,Openness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,6,Extraversion,2.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,7,Agreeableness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,8,Conscientiousness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,9,Neuroticism,2.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,10,Openness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,11,Extraversion,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,12,Agreeableness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,13,Conscientiousness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,14,Neuroticism,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,15,Openness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,16,Extraversion,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,17,Agreeableness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,18,Conscientiousness,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,19,Neuroticism,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,20,Openness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,21,Extraversion,2.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,22,Agreeableness,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,23,Conscientiousness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,24,Neuroticism,2.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,25,Openness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,26,Extraversion,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,27,Agreeableness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,28,Conscientiousness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,29,Neuroticism,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,30,Openness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,31,Extraversion,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,32,Agreeableness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,33,Conscientiousness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,34,Neuroticism,2.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,35,Openness,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,36,Extraversion,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,37,Agreeableness,5.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,38,Conscientiousness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,39,Neuroticism,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,40,Openness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,41,Openness,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,42,Agreeableness,4.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,43,Conscientiousness,3.0
ae01943f3f1e9a8760e2e6b31b471bbdfeaa632d,44,Openness,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,1,Extraversion,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,2,Agreeableness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,3,Conscientiousness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,4,Neuroticism,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,5,Openness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,6,Extraversion,2.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,7,Agreeableness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,8,Conscientiousness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,9,Neuroticism,2.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,10,Openness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,11,Extraversion,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,12,Agreeableness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,13,Conscientiousness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,14,Neuroticism,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,15,Openness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,16,Extraversion,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,17,Agreeableness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,18,Conscientiousness,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,19,Neuroticism,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,20,Openness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,21,Extraversion,2.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,22,Agreeableness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,23,Conscientiousness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,24,Neuroticism,2.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,25,Openness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,26,Extraversion,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,27,Agreeableness,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,28,Conscientiousness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,29,Neuroticism,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,30,Openness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,31,Extraversion,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,32,Agreeableness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,33,Conscientiousness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,34,Neuroticism,2.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,35,Openness,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,36,Extraversion,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,37,Agreeableness,5.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,38,Conscientiousness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,39,Neuroticism,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,40,Openness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,41,Openness,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,42,Agreeableness,4.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,43,Conscientiousness,3.0
a2f3d878ef6c05f1063fecb3387592ce1919088d,44,Openness,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,1,Extraversion,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,2,Agreeableness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,3,Conscientiousness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,4,Neuroticism,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,5,Openness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,6,Extraversion,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,7,Agreeableness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,8,Conscientiousness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,9,Neuroticism,2.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,10,Openness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,11,Extraversion,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,12,Agreeableness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,13,Conscientiousness,5.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,14,Neuroticism,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,15,Openness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,16,Extraversion,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,17,Agreeableness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,18,Conscientiousness,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,19,Neuroticism,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,20,Openness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,21,Extraversion,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,22,Agreeableness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,23,Conscientiousness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,24,Neuroticism,2.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,25,Openness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,26,Extraversion,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,27,Agreeableness,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,28,Conscientiousness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,29,Neuroticism,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,30,Openness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,31,Extraversion,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,32,Agreeableness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,33,Conscientiousness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,34,Neuroticism,1.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,35,Openness,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,36,Extraversion,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,37,Agreeableness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,38,Conscientiousness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,39,Neuroticism,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,40,Openness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,41,Openness,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,42,Agreeableness,4.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,43,Conscientiousness,3.0
c6d5f1fcf65d1cdf516cbe5dc40377a88efca15a,44,Openness,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,1,Extraversion,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,2,Agreeableness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,3,Conscientiousness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,4,Neuroticism,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,5,Openness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,6,Extraversion,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,7,Agreeableness,5.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,8,Conscientiousness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,9,Neuroticism,2.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,10,Openness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,11,Extraversion,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,12,Agreeableness,5.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,13,Conscientiousness,5.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,14,Neuroticism,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,15,Openness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,16,Extraversion,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,17,Agreeableness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,18,Conscientiousness,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,19,Neuroticism,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,20,Openness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,21,Extraversion,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,22,Agreeableness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,23,Conscientiousness,5.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,24,Neuroticism,2.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,25,Openness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,26,Extraversion,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,27,Agreeableness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,28,Conscientiousness,5.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,29,Neuroticism,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,30,Openness,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,31,Extraversion,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,32,Agreeableness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,33,Conscientiousness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,34,Neuroticism,1.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,35,Openness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,36,Extraversion,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,37,Agreeableness,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,38,Conscientiousness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,39,Neuroticism,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,40,Openness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,41,Openness,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,42,Agreeableness,4.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,43,Conscientiousness,3.0
7c7c85ffa91360d2e9113242275f9d541ec131aa,44,Openness,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,1,Extraversion,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,2,Agreeableness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,3,Conscientiousness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,4,Neuroticism,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,5,Openness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,6,Extraversion,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,7,Agreeableness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,8,Conscientiousness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,9,Neuroticism,2.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,10,Openness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,11,Extraversion,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,12,Agreeableness,5.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,13,Conscientiousness,5.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,14,Neuroticism,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,15,Openness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,16,Extraversion,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,17,Agreeableness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,18,Conscientiousness,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,19,Neuroticism,2.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,20,Openness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,21,Extraversion,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,22,Agreeableness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,23,Conscientiousness,5.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,24,Neuroticism,2.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,25,Openness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,26,Extraversion,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,27,Agreeableness,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,28,Conscientiousness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,29,Neuroticism,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,30,Openness,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,31,Extraversion,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,32,Agreeableness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,33,Conscientiousness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,34,Neuroticism,2.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,35,Openness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,36,Extraversion,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,37,Agreeableness,5.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,38,Conscientiousness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,39,Neuroticism,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,40,Openness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,41,Openness,3.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,42,Agreeableness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,43,Conscientiousness,4.0
72cb7723fd98ce8aa9d8710370bfe9d9ba676998,44,Openness,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,1,Extraversion,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,2,Agreeableness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,3,Conscientiousness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,4,Neuroticism,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,5,Openness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,6,Extraversion,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,7,Agreeableness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,8,Conscientiousness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,9,Neuroticism,2.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,10,Openness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,11,Extraversion,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,12,Agreeableness,5.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,13,Conscientiousness,5.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,14,Neuroticism,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,15,Openness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,16,Extraversion,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,17,Agreeableness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,18,Conscientiousness,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,19,Neuroticism,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,20,Openness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,21,Extraversion,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,22,Agreeableness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,23,Conscientiousness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,24,Neuroticism,2.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,25,Openness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,26,Extraversion,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,27,Agreeableness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,28,Conscientiousness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,29,Neuroticism,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,30,Openness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,31,Extraversion,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,32,Agreeableness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,33,Conscientiousness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,34,Neuroticism,2.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,35,Openness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,36,Extraversion,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,37,Agreeableness,5.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,38,Conscientiousness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,39,Neuroticism,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,40,Openness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,41,Openness,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,42,Agreeableness,4.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,43,Conscientiousness,3.0
a3c45e7ffd41efc0751d9fbf7aa2e620222b1136,44,Openness,3.0
64229956031322100000000000000000000000,1,Extraversion,4.0
64229956031322100000000000000000000000,2,Agreeableness,4.0
64229956031322100000000000000000000000,3,Conscientiousness,4.0
64229956031322100000000000000000000000,4,Neuroticism,3.0
64229956031322100000000000000000000000,5,Openness,4.0
64229956031322100000000000000000000000,6,Extraversion,2.0
64229956031322100000000000000000000000,7,Agreeableness,5.0
64229956031322100000000000000000000000,8,Conscientiousness,4.0
64229956031322100000000000000000000000,9,Neuroticism,2.0
64229956031322100000000000000000000000,10,Openness,4.0
64229956031322100000000000000000000000,11,Extraversion,4.0
64229956031322100000000000000000000000,12,Agreeableness,4.0
64229956031322100000000000000000000000,13,Conscientiousness,5.0
64229956031322100000000000000000000000,14,Neuroticism,3.0
64229956031322100000000000000000000000,15,Openness,4.0
64229956031322100000000000000000000000,16,Extraversion,4.0
64229956031322100000000000000000000000,17,Agreeableness,4.0
64229956031322100000000000000000000000,18,Conscientiousness,3.0
64229956031322100000000000000000000000,19,Neuroticism,4.0
64229956031322100000000000000000000000,20,Openness,4.0
64229956031322100000000000000000000000,21,Extraversion,2.0
64229956031322100000000000000000000000,22,Agreeableness,4.0
64229956031322100000000000000000000000,23,Conscientiousness,5.0
64229956031322100000000000000000000000,24,Neuroticism,2.0
64229956031322100000000000000000000000,25,Openness,4.0
64229956031322100000000000000000000000,26,Extraversion,4.0
64229956031322100000000000000000000000,27,Agreeableness,4.0
64229956031322100000000000000000000000,28,Conscientiousness,5.0
64229956031322100000000000000000000000,29,Neuroticism,3.0
64229956031322100000000000000000000000,30,Openness,4.0
64229956031322100000000000000000000000,31,Extraversion,3.0
64229956031322100000000000000000000000,32,Agreeableness,4.0
64229956031322100000000000000000000000,33,Conscientiousness,4.0
64229956031322100000000000000000000000,34,Neuroticism,2.0
64229956031322100000000000000000000000,35,Openness,4.0
64229956031322100000000000000000000000,36,Extraversion,4.0
64229956031322100000000000000000000000,37,Agreeableness,5.0
64229956031322100000000000000000000000,38,Conscientiousness,4.0
64229956031322100000000000000000000000,39,Neuroticism,4.0
64229956031322100000000000000000000000,40,Openness,4.0
64229956031322100000000000000000000000,41,Openness,3.0
64229956031322100000000000000000000000,42,Agreeableness,4.0
64229956031322100000000000000000000000,43,Conscientiousness,3.0
64229956031322100000000000000000000000,44,Openness,3.0
472701c2705713029faed56048313d65f1322e0a,1,Extraversion,4.0
